place_name,x,y,address_name,category_group_name,place_url,rating,total_cnt,reviews_text
새빌,126.3636735,33.36158477,제주특별자치도 제주시 애월읍 평화로 1529,카페,http://place.map.kakao.com/2113185266,,1016,
